case_id	terminal	lifecycle	trust_resume_metadata	surface	boss_bridge	executable_health	expected_recovery	expected_recovery_prompt	expected_readiness	optimal_operator_outcome	optimal_boss_outcome
WB-4479	local_shell	waiting_for_input	trusted_auto_no_session	archived_session	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4480	local_shell	waiting_for_input	trusted_auto_no_session	archived_session	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on archived session visible only as archive/history; posture is trusted, auto-resume enabled, no native session metadata. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4481	local_shell	waiting_for_input	trusted_no_auto	sidebar_dashboard	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench surfaces: Usable with watch points: only a local shell is active, so no boss-managed agent terminal exists.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4482	local_shell	waiting_for_input	trusted_no_auto	sidebar_dashboard	registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4483	local_shell	waiting_for_input	trusted_no_auto	sidebar_dashboard	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4484	local_shell	waiting_for_input	trusted_no_auto	sidebar_dashboard	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4485	local_shell	waiting_for_input	trusted_no_auto	sidebar_dashboard	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4486	local_shell	waiting_for_input	trusted_no_auto	sidebar_dashboard	needs_update	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4487	local_shell	waiting_for_input	trusted_no_auto	sidebar_dashboard	agent_missing	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4488	local_shell	waiting_for_input	trusted_no_auto	sidebar_dashboard	agent_missing	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar visible with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is agent_missing; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4489	local_shell	waiting_for_input	trusted_no_auto	sidebar_hidden_dashboard	registered	available	noAction	false	attention	Operator can keep working with local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench surfaces: Usable with watch points: only a local shell is active, so no boss-managed agent terminal exists.	Selected Ouro boss can answer status questions and keep moving only where the next action is clear.
WB-4490	local_shell	waiting_for_input	trusted_no_auto	sidebar_hidden_dashboard	registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4491	local_shell	waiting_for_input	trusted_no_auto	sidebar_hidden_dashboard	not_registered	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4492	local_shell	waiting_for_input	trusted_no_auto	sidebar_hidden_dashboard	not_registered	missing	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is not_registered; executable is missing.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
WB-4493	local_shell	waiting_for_input	trusted_no_auto	sidebar_hidden_dashboard	needs_update	available	noAction	false	blocked	Operator sees local shell as waiting for human input on sidebar hidden with dashboard expanded; posture is trusted, auto-resume disabled. Workbench blocks hands-off autonomy and surfaces: Block human-free operation: boss bridge is needs_update.	Selected Ouro boss reports the blocker, avoids unsafe terminal control, and asks only for the missing prerequisite.
